t,snap_px,input,delay,jitter_ema,buf_depth,newest_stamp,render_t,host_time_est
1790228820.022,147.333,,0.3500,2.3199,8,85.0000,84.0167,84.7896
1790228820.215,43.333,,0.3500,2.2990,8,85.2000,84.2167,85.3000
1790228820.326,104.000,,0.3500,2.7969,8,85.3000,84.3333,81.4790
1790228820.423,8.667,,0.3500,2.4314,8,85.4000,84.4333,85.5000
1790228820.617,95.333,,0.3500,2.4636,8,85.6000,84.6333,85.7000
1790228820.824,156.000,,0.3500,2.1293,8,85.8000,84.8500,85.1762
1790228820.922,8.667,,0.3500,2.1639,8,85.9000,84.9500,86.0000
1790228821.225,156.000,,0.3500,1.7597,8,86.2000,85.2667,86.3000
1790228821.419,95.333,,0.3500,1.7780,8,86.4000,85.4667,86.5000
1790228821.525,104.000,,0.3500,1.7135,8,86.5000,85.5500,85.3473
1790228821.605,17.333,,0.3500,4.0132,8,86.6000,85.6333,86.7000
1790228821.717,104.000,,0.3500,3.6708,8,86.7000,85.7500,84.8700
1790228821.813,8.667,,0.3500,3.0044,8,86.8000,85.8500,86.9000
