t,snap_px,input,delay,jitter_ema,buf_depth,newest_stamp,render_t,host_time_est
1790276659.663,3.980,W,0.1223,0.0112,8,53.7000,53.2518,53.7175
1790276659.757,4.126,W,0.1187,0.0093,8,53.8000,53.3468,53.8167
1790276659.850,4.206,W,0.1174,0.0087,8,53.9000,53.4368,53.9183
1790276659.971,4.381,Q+W,0.1256,0.0128,8,54.0000,53.5568,54.0181
1790276660.066,4.724,Q+W,0.1235,0.0117,8,54.1000,53.6538,54.1169
1790276660.170,0.000,Q+W,0.1205,0.0102,8,54.2000,53.7588,54.2156
1790276660.333,13.666,Q+W,0.1322,0.0161,8,54.4000,53.9238,54.4164
1790276660.463,4.378,W,0.1417,0.0208,8,54.5000,54.0518,54.5159
1790276660.663,23.050,W,0.1583,0.0341,8,54.6000,54.2518,54.6115
1790276660.686,19.117,W,0.1750,0.0439,8,54.7000,54.2758,54.7177
1790276660.749,7.093,,0.1813,0.0407,8,54.8000,54.3408,54.8183
1790276661.199,74.996,B,0.1980,0.1297,8,54.9000,54.6387,54.9119
1790276661.242,14.573,B,0.2313,0.1166,8,55.0000,54.6807,55.0165
1790276661.305,11.284,B,0.2813,0.0985,8,55.1000,54.7437,55.1187
1790276661.327,17.957,B,0.2852,0.0926,8,55.2000,54.7667,55.2199
1790276661.371,14.479,B,0.2686,0.0819,8,55.3000,54.8097,55.3219
1790276661.414,12.228,B,0.2471,0.0727,8,55.4000,54.8537,55.4222
1790276661.459,10.020,B,0.2296,0.0648,8,55.5000,54.8987,55.5223
1790276661.530,5.745,B,0.2130,0.0527,8,55.6000,54.9687,55.6233
1790276661.633,0.000,B,0.2056,0.0528,8,55.7000,55.0737,55.7157
1790276661.737,0.000,B,0.1932,0.0466,8,55.8000,55.1747,55.8187
1790276661.821,1.489,B,0.1768,0.0384,8,55.9000,55.2607,55.9158
1790276661.926,0.000,,0.1685,0.0342,8,56.0000,55.3647,56.0157
1790276662.082,1.983,Q,0.1800,0.0400,8,56.1000,55.5207,56.1127
1790276662.148,1.372,Q,0.1824,0.0412,8,56.2000,55.5847,56.2187
1790276662.278,0.457,W,0.1878,0.0439,8,56.3000,55.7167,56.3145
1790276662.385,1.867,W,0.1715,0.0358,8,56.4000,55.8237,56.4152
1790276662.493,0.000,W,0.1586,0.0293,8,56.5000,55.9327,56.5140
1790276662.541,2.602,W,0.1697,0.0349,8,56.6000,55.9787,56.6207
1790276662.679,2.824,W,0.1820,0.0410,8,56.7000,56.1147,56.7185
1790276662.778,0.000,W,0.1658,0.0329,8,56.8000,56.2177,56.8136
1790276662.843,6.735,W,0.1681,0.0341,8,56.9000,56.2807,56.9198
1790276662.955,0.000,W,0.1684,0.0342,8,57.0000,56.3897,57.0194
1790276663.065,0.000,W,0.1638,0.0319,8,57.1000,56.5037,57.1137
1790276663.180,0.000,W,0.1560,0.0280,8,57.2000,56.6187,57.2129
1790276663.267,4.458,W,0.1527,0.0263,8,57.3000,56.7057,57.3155
1790276663.367,4.990,W,0.1424,0.0212,8,57.4000,56.8027,57.4186
1790276663.457,5.522,W,0.1358,0.0179,8,57.5000,56.8947,57.5180
1790276663.614,18.698,W,0.1525,0.0278,8,57.6000,57.0527,57.6135
1790276663.756,13.442,W,0.1509,0.0255,8,57.7000,57.1897,57.7166
1790276663.782,34.715,W,0.1676,0.0355,8,57.8000,57.2207,57.8160
1790276663.828,22.694,W,0.1766,0.0383,8,57.9000,57.2647,57.9225
1790276663.933,8.610,,0.1774,0.0387,8,58.0000,57.3707,58.0181
1790276664.027,8.096,,0.1636,0.0318,8,58.1000,57.4627,58.1200
1790276664.141,0.000,,0.1619,0.0310,8,58.2000,57.5777,58.2158
1790276664.316,32.384,B,0.1784,0.0392,8,58.3000,57.7517,58.3149
1790276664.366,32.384,B,0.1865,0.0432,8,58.4000,57.8037,58.4183
1790276664.454,8.096,B,0.1698,0.0349,8,58.5000,57.8927,58.5170
1790276664.542,8.096,B,0.1561,0.0281,8,58.6000,57.9817,58.6158
1790276664.632,8.096,B,0.1455,0.0228,8,58.7000,58.0717,58.7168
1790276664.722,8.096,B,0.1366,0.0183,8,58.8000,58.1607,58.8179
1790276664.841,0.000,B,0.1413,0.0206,8,58.9000,58.2767,58.9179
1790276664.957,0.000,B,0.1395,0.0197,8,59.0000,58.3937,59.0148
1790276665.072,8.096,B,0.1348,0.0174,8,59.1000,58.5107,59.1124
1790276665.184,0.000,B,0.1298,0.0149,8,59.2000,58.6177,59.2173
1790276665.250,16.192,B,0.1383,0.0191,8,59.3000,58.6877,59.3187
1790276665.365,0.014,E,0.1445,0.0222,8,59.4000,58.8027,59.4173
1790276665.497,16.577,E,0.1502,0.0251,8,59.5000,58.9367,59.5124
1790276665.603,0.000,E,0.1427,0.0214,8,59.6000,59.0427,59.6128
1790276665.667,23.909,E,0.1508,0.0254,8,59.7000,59.1067,59.7181
1790276665.771,0.000,E,0.1508,0.0254,8,59.8000,59.2107,59.8163
1790276665.859,7.970,E,0.1438,0.0219,8,59.9000,59.2957,59.9192
1790276665.928,15.939,E,0.1434,0.0217,8,60.0000,59.3657,60.0192
1790276666.060,15.939,E,0.1601,0.0311,8,60.1000,59.4977,60.1163
1790276666.144,7.970,E,0.1552,0.0276,8,60.2000,59.5827,60.2165
1790276666.252,0.000,E+W,0.1516,0.0258,8,60.3000,59.6907,60.3152
1790276666.347,9.212,W,0.1436,0.0218,8,60.4000,59.7837,60.4177
1790276666.483,14.409,W,0.1521,0.0260,8,60.5000,59.9207,60.5151
1790276666.574,6.872,W,0.1494,0.0247,8,60.6000,60.0117,60.6169
1790276666.644,12.832,W,0.1517,0.0259,8,60.7000,60.0817,60.7194
1790276666.777,5.803,W,0.1629,0.0314,8,60.8000,60.2087,60.8230
1790276666.867,0.000,W,0.1519,0.0260,8,60.9000,60.3047,60.9163
1790276666.958,4.928,W,0.1448,0.0224,8,61.0000,60.3947,61.0171
1790276667.051,4.469,W,0.1362,0.0181,8,61.1000,60.4877,61.1171
1790276667.279,26.240,W,0.1529,0.0433,8,61.2000,60.7157,61.2121
1790276667.323,11.041,W,0.1862,0.0477,8,61.3000,60.7617,61.3180
1790276667.379,13.296,W,0.1920,0.0460,8,61.4000,60.8157,61.4236
1790276667.477,2.901,W,0.1840,0.0420,8,61.5000,60.9117,61.5236
1790276667.565,2.636,W,0.1701,0.0350,8,61.6000,61.0027,61.6182
1790276667.659,2.459,W,0.1598,0.0299,8,61.7000,61.0987,61.7163
1790276667.752,2.391,W,0.1486,0.0243,8,61.8000,61.1887,61.8198
1790276667.864,0.000,W,0.1486,0.0243,8,61.9000,61.3017,61.9159
1790276667.955,2.946,B,0.1420,0.0210,8,62.0000,61.3947,62.0145
1790276668.021,3.844,B,0.1471,0.0235,8,62.1000,61.4587,62.1203
1790276668.156,15.215,,0.1638,0.0330,8,62.2000,61.5937,62.2161
1790276668.268,15.004,,0.1582,0.0291,8,62.3000,61.7067,62.3142
1790276668.357,12.504,,0.1526,0.0263,8,62.4000,61.7957,62.4144
1790276668.448,12.504,,0.1455,0.0227,8,62.5000,61.8857,62.5183
1790276668.560,15.004,,0.1454,0.0227,8,62.6000,61.9997,62.6146
1790276668.653,12.504,,0.1412,0.0206,8,62.7000,62.0897,62.7177
1790276668.745,12.504,,0.1341,0.0171,8,62.8000,62.1827,62.8180
1790276668.864,17.505,,0.1365,0.0182,8,62.9000,62.2987,62.9183
1790276668.999,20.006,,0.1426,0.0213,8,63.0000,62.4377,63.0126
1790276669.044,5.001,,0.1590,0.0295,8,63.1000,62.4827,63.1176
1790276669.160,15.004,,0.1596,0.0298,8,63.2000,62.5947,63.2186
1790276669.248,12.504,,0.1497,0.0249,8,63.3000,62.6867,63.3159
1790276669.466,32.509,,0.1664,0.0463,8,63.4000,62.9057,63.4114
1790276669.535,10.003,,0.1934,0.0467,8,63.5000,62.9737,63.5167
1790276669.601,7.502,,0.1849,0.0424,8,63.6000,63.0407,63.6196
1790276669.625,2.501,,0.1964,0.0482,8,63.7000,63.0627,63.7238
1790276669.735,15.004,,0.1994,0.0497,8,63.8000,63.1737,63.8184
1790276669.846,15.004,,0.1897,0.0449,8,63.9000,63.2827,63.9176
